ZIP,REGAGNT,INSAGNT1,BKCLASS,STNAME,ASSET,MUTUAL,NAME,CHARTER,OFFDOM,CERT,SUBCHAPS,STALP,OAKAR,ID
78648,FDIC,DIF,NM,Texas,63861.0,0,Citizens State Bank of Luling,0,2.0,10327,0,TX,0,10327
75152,FDIC,DIF,NM,Texas,121297.0,0,Commercial State Bank,0,3.0,10330,1,TX,0,10330
78154,FDIC,DIF,NM,Texas,761914.0,0,Schertz Bank & Trust,0,6.0,10344,0,TX,0,10344
77371,FDIC,DIF,NM,Texas,182477.0,0,Peoples State Bank,0,3.0,10345,0,TX,0,10345
79227,FED,DIF,SM,Texas,56919.0,0,Crowell State Bank,0,1.0,10352,1,TX,0,10352
23181,FDIC,DIF,NM,Virginia,2790564.0,0,Citizens and Farmers Bank,0,31.0,10363,0,VA,0,10363
53574,FDIC,DIF,NM,Wisconsin,824180.0,0,The Bank of New Glarus,0,8.0,10378,0,WI,0,10378
53070,FDIC,DIF,NM,Wisconsin,429931.0,0,Oostburg State Bank,0,4.0,10380,0,WI,0,10380
54143,FDIC,DIF,NM,Wisconsin,173633.0,0,Farmers & Merchants Bank & Trust,0,3.0,10382,0,WI,0,10382
54601,FED,DIF,SM,Wisconsin,537110.0,0,State Bank Financial,0,5.0,10383,1,WI,0,10383
54622,FDIC,DIF,NM,Wisconsin,350631.0,0,Waumandee State Bank,0,8.0,10384,0,WI,0,10384
62401,FED,DIF,SM,Illinois,6539611.0,0,Midland States Bank,0,60.0,1040,0,IL,0,1040
80723,FDIC,DIF,NM,Colorado,112280.0,0,The Farmers State Bank of Brush,0,3.0,10407,0,CO,0,10407
61743,FDIC,DIF,NM,Illinois,323117.0,0,State Bank of Graymont,0,5.0,10434,0,IL,0,10434
62970,FDIC,DIF,NM,Illinois,77512.0,0,First State Bank of Olmsted,0,3.0,10437,0,IL,0,10437
61471,FDIC,DIF,NM,Illinois,255391.0,0,Raritan State Bank,0,3.0,10438,0,IL,0,10438
60957,FDIC,DIF,NM,Illinois,197597.0,0,"Frederick Community Bank, The",0,4.0,10446,1,IL,0,10446
62353,FDIC,DIF,NM,Illinois,130980.0,0,Farmers State Bank & Trust Co.,0,2.0,10458,0,IL,0,10458
62301,FDIC,DIF,NM,Illinois,286643.0,0,Town & Country Bank Midwest,0,6.0,10460,1,IL,0,10460
60955,FDIC,DIF,NM,Illinois,134571.0,0,Federated Bank,0,5.0,10464,0,IL,0,10464
62433,FDIC,DIF,NM,Illinois,53114.0,0,Farmers & Merchants Bank of Hutsonville,0,1.0,10469,1,IL,0,10469
62056,FDIC,DIF,NM,Illinois,644563.0,0,Bank & Trust Company,0,11.0,1047,0,IL,0,1047
61424,FED,DIF,SM,Illinois,53758.0,0,Camp Grove State Bank,0,1.0,10471,0,IL,0,10471
61542,FDIC,DIF,NM,Illinois,215111.0,0,Ipava State Bank,0,7.0,10473,1,IL,0,10473
61048,FDIC,DIF,NM,Illinois,449197.0,0,Citizens State Bank,0,5.0,10474,1,IL,0,10474
62288,OCC,DIF,N,Illinois,279419.0,0,First National Bank of Steeleville,14437,3.0,1049,1,IL,0,1049
52246,FDIC,DIF,NM,Iowa,123935.0,0,Farmers and Merchants Savings Bank,0,4.0,10492,0,IA,0,10492
52314,FDIC,DIF,NM,Iowa,195567.0,0,Mount Vernon Bank and Trust Company,0,1.0,10494,0,IA,0,10494
50583,FDIC,DIF,NM,Iowa,217843.0,0,Iowa State Bank,0,3.0,10497,1,IA,0,10497
72521,FED,DIF,SM,Arkansas,189551.0,0,Bank of Cave City,0,5.0,105,1,AR,0,105
52658,FDIC,DIF,NM,Iowa,133585.0,0,Farmers Savings Bank,0,3.0,10500,1,IA,0,10500
67560,FED,DIF,SM,Kansas,85820.0,0,The First State Bank,0,1.0,10503,1,KS,0,10503
66067,FDIC,DIF,NM,Kansas,199910.0,0,The Kansas State Bank,0,3.0,10505,1,KS,0,10505
40351,FDIC,DIF,NM,Kentucky,227919.0,0,The Citizens Bank,0,5.0,10520,1,KY,0,10520
70526,FDIC,DIF,NM,Louisiana,374604.0,0,Bank of Commerce & Trust Co.,0,5.0,10523,0,LA,0,10523
71457,FDIC,DIF,NM,Louisiana,221046.0,0,"Exchange Bank and Trust Company, Natchitoches, Louisiana",0,4.0,10528,1,LA,0,10528
71295,FDIC,DIF,NM,Louisiana,250034.0,0,Citizens Progressive Bank,0,6.0,10531,1,LA,0,10531
71343,FDIC,DIF,NM,Louisiana,343895.0,0,CLB The Community Bank,0,7.0,10532,1,LA,0,10532
71295,FDIC,DIF,NM,Louisiana,412536.0,0,Winnsboro State Bank & Trust Company,0,5.0,10533,1,LA,0,10533
56042,FDIC,DIF,NM,Minnesota,241415.0,0,Arcadian Bank,0,3.0,10561,1,MN,0,10561
56273,FDIC,DIF,NM,Minnesota,53601.0,0,United Minnesota Bank,0,1.0,10567,0,MN,0,10567
56111,FDIC,DIF,NM,Minnesota,48306.0,0,Farmers and Merchants State Bank of Alpha,0,1.0,10571,0,MN,0,10571
55939,FDIC,DIF,NM,Minnesota,153702.0,0,First Southeast Bank,0,3.0,10576,1,MN,0,10576
63125,FED,DIF,SM,Missouri,3034068.0,0,Midwest BankCentre,0,18.0,1058,0,MO,0,1058
39653,FDIC,DIF,NM,Mississippi,303255.0,0,Bank of Franklin,0,6.0,10594,0,MS,0,10594
64730,FDIC,DIF,NM,Missouri,258908.0,0,Community First Bank,0,4.0,10595,1,MO,0,10595
64077,FDIC,DIF,NM,Missouri,246896.0,0,TBO Bank,0,2.0,10597,0,MO,0,10597
65340,FDIC,DIF,NM,Missouri,1217421.0,0,Wood & Huston Bank,0,12.0,1060,1,MO,0,1060
63660,FDIC,DIF,NM,Missouri,497269.0,0,UNICO Bank,0,15.0,10608,1,MO,0,10608
64424,FDIC,DIF,NM,Missouri,1618873.0,0,BTC Bank,0,26.0,10618,0,MO,0,10618
65101,FDIC,DIF,NM,Missouri,1842799.0,0,Hawthorn Bank,0,19.0,10619,0,MO,0,10619
64020,FDIC,DIF,NM,Missouri,139381.0,0,State Bank of Missouri,0,4.0,10623,0,MO,0,10623
64676,FDIC,DIF,NM,Missouri,138119.0,0,Preferred Bank,0,5.0,10628,1,MO,0,10628
68508,FDIC,DIF,NM,Nebraska,9115395.0,0,Pinnacle Bank,0,72.0,10634,0,NE,0,10634
68441,FDIC,DIF,NM,Nebraska,25387.0,0,The Bank of Steinauer,0,1.0,10635,0,NE,0,10635
69022,FDIC,DIF,NM,Nebraska,137631.0,0,First Central Bank,0,3.0,10637,0,NE,0,10637
69138,FDIC,DIF,NM,Nebraska,346649.0,0,Flatwater Bank,0,3.0,10639,1,NE,0,10639
68347,FDIC,DIF,NM,Nebraska,586729.0,0,Riverstone Bank,0,9.0,10641,1,NE,0,10641
68132,FDIC,DIF,NM,Nebraska,922392.0,0,Dundee Bank,0,4.0,10643,1,NE,0,10643
68349,FED,DIF,SM,Nebraska,74745.0,0,American Exchange Bank,0,2.0,10647,1,NE,0,10647
44003,FED,DIF,SM,Ohio,602083.0,0,The Andover Bank,0,10.0,10663,0,OH,0,10663
74008,FED,DIF,SM,Oklahoma,1994473.0,0,Mabrey Bank,0,16.0,10667,0,OK,0,10667
74070,FDIC,DIF,NM,Oklahoma,155435.0,0,The Exchange Bank,0,3.0,10672,0,OK,0,10672
73048,FDIC,DIF,NM,Oklahoma,181469.0,0,Bank of Hydro,0,4.0,10674,1,OK,0,10674
17038,FDIC,DIF,NM,Pennsylvania,1004066.0,0,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",0,14.0,10677,0,PA,0,10677
63131,FED,DIF,SM,Missouri,1328042.0,0,Cass Commercial Bank,0,3.0,1068,0,MO,0,1068
17844,FDIC,DIF,NM,Pennsylvania,1259608.0,0,Central Penn Bank & Trust,0,15.0,10685,0,PA,0,10685
72029,FDIC,DIF,NM,Arkansas,52429.0,0,The Merchants & Planters Bank,0,1.0,107,0,AR,0,107
79602,FED,DIF,SM,Texas,39236.0,0,Avana Bank,0,3.0,10704,0,TX,0,10704
77995,FDIC,DIF,NM,Texas,381174.0,0,Crossroads Bank,0,4.0,10709,1,TX,0,10709
77964,FDIC,DIF,NM,Texas,407529.0,0,Peoples State Bank of Hallettsville,0,1.0,10719,0,TX,0,10719
63139,FED,DIF,SM,Missouri,944969.0,0,Lindell Bank & Trust Company,0,15.0,1073,1,MO,0,1073
54747,FDIC,DIF,NM,Wisconsin,85884.0,0,Independence State Bank,0,3.0,10741,0,WI,0,10741
61348,FED,DIF,SM,Illinois,171415.0,0,Illini State Bank,0,3.0,10788,1,IL,0,10788
61089,FDIC,DIF,NM,Illinois,304070.0,0,Community Bank,0,4.0,10791,1,IL,0,10791
62916,FDIC,DIF,NM,Illinois,161022.0,0,First State Bank of Campbell Hill,0,3.0,10799,0,IL,0,10799
61840,FDIC,DIF,NM,Illinois,30279.0,0,Dewey Bank,0,1.0,10803,1,IL,0,10803
62832,FED,DIF,SM,Illinois,143158.0,0,Du Quoin State Bank,0,5.0,10804,1,IL,0,10804
61374,FDIC,DIF,NM,Illinois,40900.0,0,First State Bank of Van Orin,0,2.0,10809,1,IL,0,10809
62941,FDIC,DIF,NM,Illinois,15141.0,0,Grand Rivers Community Bank,0,2.0,10816,0,IL,0,10816
61440,FDIC,DIF,NM,Illinois,67060.0,0,State Bank of Industry,0,1.0,10820,1,IL,0,10820
62858,FDIC,DIF,NM,Illinois,106654.0,0,Clay County State Bank,0,1.0,10821,1,IL,0,10821
62691,FDIC,DIF,NM,Illinois,502539.0,0,"Petefish, Skiles & Co.",0,6.0,10829,1,IL,0,10829
60970,FED,DIF,SM,Illinois,333386.0,0,"The First Trust and Savings Bank of Watseka, Illinois",0,2.0,10831,0,IL,0,10831
60920,FDIC,DIF,NM,Illinois,25498.0,0,Campus State Bank,0,1.0,10840,0,IL,0,10840
60921,FDIC,DIF,NM,Illinois,38414.0,0,Citizens Bank of Chatsworth,0,2.0,10843,0,IL,0,10843
62233,OCC,DIF,N,Illinois,336492.0,0,Buena Vista National Bank,14479,8.0,10844,0,IL,0,10844
62824,FDIC,DIF,NM,Illinois,256234.0,0,The Clay City Banking Co.,0,4.0,10845,0,IL,0,10845
61415,FDIC,DIF,NM,Illinois,304921.0,0,Tompkins State Bank,0,4.0,10849,1,IL,0,10849
62612,FDIC,DIF,NM,Illinois,237943.0,0,West Central Bank,0,6.0,10853,1,IL,0,10853
61813,FDIC,DIF,NM,Illinois,185141.0,0,State Bank of Bement,0,4.0,10855,0,IL,0,10855
61467,FDIC,DIF,NM,Illinois,107366.0,0,Anderson State Bank,0,1.0,10858,1,IL,0,10858
65084,FED,DIF,SM,Missouri,350144.0,0,The Bank of Versailles,0,5.0,1086,0,MO,0,1086
62274,FDIC,DIF,NM,Illinois,207717.0,0,Murphy-Wall State Bank and Trust Company,0,6.0,10860,0,IL,0,10860
62414,FDIC,DIF,NM,Illinois,113469.0,0,First State Bank of Beecher City,0,1.0,10871,1,IL,0,10871
62630,FDIC,DIF,NM,Illinois,21884.0,0,Chesterfield State Bank,0,1.0,10872,1,IL,0,10872
60556,FDIC,DIF,NM,Illinois,172363.0,0,Waterman Bank,0,3.0,10878,0,IL,0,10878
62340,FDIC,DIF,NM,Illinois,229730.0,0,Eagle Valley Bank,0,5.0,10883,1,IL,0,10883
62930,FDIC,DIF,NM,Illinois,648266.0,0,Legence Bank,0,11.0,10886,1,IL,0,10886
71842,FDIC,DIF,NM,Arkansas,311768.0,0,Horatio State Bank,0,3.0,109,0,AR,0,109
49829,FDIC,DIF,NM,Michigan,370983.0,0,Upper Peninsula State Bank,0,5.0,1090,0,MI,0,1090
50247,FDIC,DIF,NM,Iowa,562158.0,0,Central State Bank,0,3.0,10903,1,IA,0,10903
66006,FDIC,DIF,NM,Kansas,107678.0,0,The Baldwin State Bank,0,2.0,10906,1,KS,0,10906
67420,FDIC,DIF,NM,Kansas,386468.0,0,Guaranty State Bank and Trust Company,0,9.0,10907,0,KS,0,10907
67880,FDIC,DIF,NM,Kansas,306274.0,0,Grant County Bank,0,2.0,10918,1,KS,0,10918
66408,FDIC,DIF,NM,Kansas,126405.0,0,The State Bank of Bern,0,2.0,10919,0,KS,0,10919
49837,FDIC,DIF,NM,Michigan,175122.0,0,Baybank,0,3.0,1092,0,MI,0,1092
67801,FED,DIF,SM,Kansas,199575.0,0,The Fidelity State Bank and Trust Company,0,3.0,10920,0,KS,0,10920
49935,FDIC,DIF,NM,Michigan,141345.0,0,The Miners State Bank,0,6.0,10928,0,MI,0,10928
49783,FED,DIF,SM,Michigan,488233.0,0,Central Savings Bank,0,9.0,1095,0,MI,0,1095
55072,FDIC,DIF,NM,Minnesota,477816.0,0,Northview Bank,0,12.0,10956,1,MN,0,10956
56159,FDIC,DIF,NM,Minnesota,974587.0,0,United Prairie Bank,0,10.0,10958,1,MN,0,10958
56048,FDIC,DIF,NM,Minnesota,94511.0,0,Janesville State Bank,0,1.0,10960,1,MN,0,10960
55744,FED,DIF,SM,Minnesota,257125.0,0,Grand Rapids State Bank,0,2.0,10962,1,MN,0,10962
56273,FDIC,DIF,NM,Minnesota,151299.0,0,Lake Region Bank,0,3.0,10965,1,MN,0,10965
55965,OCC,DIF,N,Minnesota,209906.0,0,"F & M Community Bank, National Association",24356,3.0,10967,1,MN,0,10967
56475,FDIC,DIF,NM,Minnesota,74838.0,0,Randall State Bank,0,2.0,10969,1,MN,0,10969
56732,FDIC,DIF,NM,Minnesota,148610.0,0,Prime Security Bank,0,3.0,10971,1,MN,0,10971
55041,FDIC,DIF,NM,Minnesota,767465.0,0,Alliance Bank,0,6.0,10973,0,MN,0,10973
55355,OCC,DIF,N,Minnesota,232611.0,0,Center National Bank,20448,3.0,10976,1,MN,0,10976
55923,FED,DIF,SM,Minnesota,88016.0,0,Root River State Bank,0,1.0,1098,0,MN,0,1098
55921,FDIC,DIF,NM,Minnesota,198105.0,0,ESB Bank,0,3.0,10980,1,MN,0,10980
56742,FDIC,DIF,NM,Minnesota,47585.0,0,Security State Bank of Oklee,0,1.0,10982,1,MN,0,10982
56007,FDIC,DIF,NM,Minnesota,152208.0,0,Security Bank Minnesota,0,3.0,10984,1,MN,0,10984
56301,OCC,DIF,N,Minnesota,3296457.0,0,Stearns Bank National Association,15576,7.0,10988,1,MN,0,10988
55302,FDIC,DIF,NM,Minnesota,282475.0,0,Lake Central Bank,0,3.0,10989,1,MN,0,10989
56628,FDIC,DIF,NM,Minnesota,118152.0,0,First State Bank of Bigfork,0,2.0,10991,0,MN,0,10991
56316,FDIC,DIF,NM,Minnesota,74595.0,0,Bonanza Valley State Bank,0,1.0,10993,1,MN,0,10993
56093,FDIC,DIF,NM,Minnesota,702579.0,0,FM Bank,0,6.0,10998,1,MN,0,10998
72223,FDIC,DIF,NM,Arkansas,41663976.0,0,Bank OZK,0,276.0,110,0,AR,0,110
55964,FED,DIF,SM,Minnesota,406516.0,0,Peoples State Bank of Plainview,0,6.0,1100,1,MN,0,1100
64776,FDIC,DIF,NM,Missouri,226584.0,0,St. Clair County State Bank,0,4.0,11002,0,MO,0,11002
65613,FDIC,DIF,NM,Missouri,139503.0,0,Grand Missouri Bank,0,4.0,11003,0,MO,0,11003
59474,FDIC,DIF,NM,Montana,169018.0,0,The First State Bank of Shelby,0,1.0,11013,0,MT,0,11013
07921,FED,DIF,SM,New Jersey,7690114.0,0,Peapack Private Bank & Trust,0,19.0,11035,0,NJ,0,11035
59101,FED,DIF,SM,Montana,26361352.0,0,First Interstate Bank,0,290.0,1105,0,MT,0,1105
27601,FDIC,DIF,NM,North Carolina,235521000.0,0,First-Citizens Bank & Trust Company,0,518.0,11063,0,NC,0,11063
15501,FDIC,DIF,NM,Pennsylvania,2460076.0,0,Somerset Trust Company,0,49.0,11112,0,PA,0,11112
16749,FDIC,DIF,NM,Pennsylvania,495683.0,0,Hamlin Bank and Trust Company,0,11.0,11113,0,PA,0,11113
15701,FDIC,DIF,NM,Pennsylvania,9939635.0,0,S&T Bank,0,76.0,11124,0,PA,0,11124
57013,FDIC,DIF,NM,South Dakota,81373.0,0,Farmers State Bank of Canton,0,1.0,11133,0,SD,0,11133
78413,FDIC,DIF,NM,Texas,444973.0,0,Texas Champion Bank,0,10.0,11159,0,TX,0,11159
57108,FDIC,DIF,NM,South Dakota,2242998.0,0,American Bank & Trust,0,20.0,1117,0,SD,0,1117
79311,FDIC,DIF,NM,Texas,123813.0,0,The First State Bank,0,3.0,11175,0,TX,0,11175
79772,FDIC,DIF,SI,Texas,1038922.0,0,"Transpecos Banks, SSB",0,4.0,11178,1,TX,0,11178
57212,FED,DIF,SM,South Dakota,155097.0,0,"Citizens State Bank, of Arlington",0,3.0,1118,1,SD,0,1118
75756,FDIC,DIF,NM,Texas,139652.0,0,First State Bank of Brownsboro,0,3.0,11181,1,TX,0,11181
57523,FDIC,DIF,NM,South Dakota,702151.0,0,First Fidelity Bank,0,11.0,1122,1,SD,0,1122
53563,FDIC,DIF,NM,Wisconsin,162747.0,0,First Community Bank,0,1.0,11225,1,WI,0,11225
53190,FDIC,DIF,NM,Wisconsin,511423.0,0,First Citizens State Bank,0,8.0,11228,0,WI,0,11228
53563,FDIC,DIF,NM,Wisconsin,222207.0,0,Bank of Milton,0,2.0,11232,0,WI,0,11232
54107,FDIC,DIF,NM,Wisconsin,130666.0,0,Bonduel State Bank,0,1.0,11235,0,WI,0,11235
53032,FDIC,DIF,NM,Wisconsin,1675596.0,0,Horicon Bank,0,19.0,11236,1,WI,0,11236
72032,FED,DIF,SM,Arkansas,23028965.0,0,Centennial Bank,0,234.0,11241,0,AR,0,11241
71654,FED,DIF,SM,Arkansas,205380.0,0,Producers Bank & Trust,0,4.0,11242,1,AR,0,11242
72576,FED,DIF,SM,Arkansas,267419.0,0,Bank of Salem,0,5.0,11243,1,AR,0,11243
57029,FED,DIF,SM,South Dakota,217586.0,0,Merchants State Bank,0,4.0,1125,1,SD,0,1125
72519,OCC,DIF,N,Arkansas,235872.0,0,The First National Bank of Izard County,21165,5.0,11252,0,AR,0,11252
81230,FED,DIF,SM,Colorado,247341.0,0,The Gunnison Bank and Trust Company,0,2.0,11259,0,CO,0,11259
81057,FDIC,DIF,NM,Colorado,79099.0,0,McClave State Bank,0,2.0,11261,0,CO,0,11261
30401,FDIC,DIF,NM,Georgia,418889.0,0,The Citizens Bank of Swainsboro,0,5.0,11295,0,GA,0,11295
62905,FDIC,DIF,NM,Illinois,356740.0,0,"Farmers State Bank of Alto Pass, Ill.",0,5.0,11299,1,IL,0,11299
62880,FED,DIF,SM,Illinois,30318.0,0,First State Bank of St. Peter,0,1.0,11302,0,IL,0,11302
60525,FDIC,DIF,NM,Illinois,580357.0,0,FNBC Bank & Trust,0,3.0,11306,0,IL,0,11306
62363,FDIC,DIF,NM,Illinois,358113.0,0,Farmers State Bank,0,6.0,11307,1,IL,0,11307
62948,FDIC,DIF,NM,Illinois,359114.0,0,The Bank of Herrin,0,5.0,11310,1,IL,0,11310
62881,FED,DIF,SM,Illinois,136216.0,0,The Iuka State Bank,0,4.0,11317,0,IL,0,11317
62548,FDIC,DIF,NM,Illinois,271268.0,0,Longview Community Bank,0,5.0,11319,0,IL,0,11319
61422,FDIC,DIF,NM,Illinois,90179.0,0,Farmers and Merchants State Bank of Bushnell,0,2.0,11324,0,IL,0,11324
51232,FDIC,DIF,NM,Iowa,55018.0,0,Ashton State Bank,0,1.0,11343,1,IA,0,11343
50112,FDIC,DIF,NM,Iowa,496789.0,0,Grinnell State Bank,0,4.0,11347,0,IA,0,11347
51248,FDIC,DIF,NM,Iowa,90162.0,0,Sanborn Savings Bank,0,1.0,11352,1,IA,0,11352
40006,FDIC,DIF,NM,Kentucky,119636.0,0,Bedford Loan & Deposit Bank,0,3.0,11355,0,KY,0,11355
42501,FDIC,DIF,NM,Kentucky,416580.0,0,"Cumberland Security Bank, Inc.",0,4.0,11358,1,KY,0,11358
49058,FDIC,DIF,NM,Michigan,597210.0,0,Highpoint Community Bank,0,7.0,11407,0,MI,0,11407
56549,FDIC,DIF,NM,Minnesota,146148.0,0,Valley Premier Bank,0,2.0,11409,1,MN,0,11409
81050,FED,DIF,SM,Colorado,332902.0,0,The Colorado Bank and Trust Company of La Junta,0,5.0,1141,0,CO,0,1141
