market_id,week_ending,code,comm_long,comm_short,noncomm_long,noncomm_short,open_interest,change_in_comm_long,change_in_comm_short,traders_tot
AD,2023-02-28,232741,63222,34644,41071,65236,126681,2679,-850,83
AD,2023-03-07,232741,69770,33771,54307,79131,157990,6548,-873,90
AD,2023-03-14,232741,86614,33485,41685,81776,150058,16844,-286,84
AD,2023-03-21,232741,87354,36800,41183,79642,151836,740,3315,85
AD,2023-03-28,232741,83523,37693,43813,79166,151238,-3831,893,81
AD,2023-04-04,232741,80257,43420,46687,73920,151242,-3266,5727,84
AD,2023-04-11,232741,86468,39398,45481,83418,159441,6211,-4022,87
AD,2023-04-18,232741,88628,38071,44610,86966,159708,2160,-1327,89
AD,2023-04-25,232741,98900,45154,54241,93703,178757,10272,7083,92
AD,2023-05-02,232741,102454,45902,52340,97350,181229,3554,748,88
AD,2023-05-09,232741,98698,41801,41225,90418,165532,-3756,-4101,87
AD,2023-05-16,232741,98069,36167,43903,97497,167020,-629,-5634,91
AD,2023-05-23,232741,102079,42036,53419,102500,180138,4010,5869,93
AD,2023-05-30,232741,109462,50362,68969,113095,204963,7383,8326,95
AD,2023-06-06,232741,119775,52279,54501,110969,209680,10313,1917,94
AD,2023-06-13,232741,109260,35353,38758,100503,182562,-10515,-16926,83
AD,2023-06-20,232741,79300,28314,45743,95359,149898,-29960,-7039,82
AD,2023-06-27,232741,67857,29035,45225,84649,136335,-11443,721,79
AD,2023-07-03,232741,82076,30702,50170,94752,153744,14219,1667,83
AD,2023-07-11,232741,87458,33423,43661,88745,152495,5382,2721,82
AD,2023-07-18,232741,84937,33892,38252,88653,148592,-2521,469,86
AD,2023-07-25,232741,80237,30676,39108,90309,146423,-4700,-3216,83
AD,2023-08-01,232741,90885,33615,46612,98404,161298,10648,2939,88
AD,2023-08-08,232741,96999,41154,61091,104283,182842,6114,7539,91
AD,2023-08-15,232741,109110,43852,68623,122020,204458,12111,2698,98
AD,2023-08-22,232741,125129,48235,72034,135820,226955,16019,4383,105
AD,2023-08-29,232741,130388,49782,61376,131561,223489,5259,1547,102
AD,2023-09-05,232741,146176,50810,54032,137569,241201,15788,1028,110
AD,2023-09-12,232741,164961,69971,47309,126842,256219,18785,19161,105
AD,2023-09-19,232741,158199,48187,36780,133726,221229,-6762,-21784,103
AD,2023-09-26,232741,151041,48791,36104,122919,211882,-7158,604,97
AD,2023-10-03,232741,142572,45306,39465,121452,207782,-8469,-3485,100
AD,2023-10-10,232741,134148,43039,31827,108404,190133,-8424,-2267,96
AD,2023-10-17,232741,141329,44197,31565,112304,196044,7181,1158,104
AD,2023-10-24,232741,142753,43900,28018,111099,194666,1424,-297,100
AD,2023-10-31,232741,135553,49121,32805,107915,196866,-7200,5221,103
AD,2023-11-07,232741,126869,53602,34049,99612,192496,-8684,4481,104
AD,2023-11-14,232741,132639,53582,32728,103684,197469,5770,-20,107
AD,2023-11-21,232741,131742,49738,29565,107535,196598,-897,-3844,102
AD,2023-11-28,232741,131213,57424,29203,100422,197053,-529,7686,105
AD,2023-12-05,232741,124388,69489,32886,90567,195569,-6825,12065,101
AD,2023-12-12,232741,140172,85304,30967,83307,208927,15784,15815,101
AD,2023-12-19,232741,83462,37154,35277,85954,147665,-56710,-48150,96
AD,2023-12-26,232741,83467,40405,39011,90314,152735,5,3251,91
AD,2024-01-02,232741,82030,51735,44442,87335,157003,-1437,11330,94
AD,2024-01-09,232741,77374,56304,47326,79600,156375,-4656,4569,93
AD,2024-01-16,232741,83911,44867,45812,93669,163442,6537,-11437,99
AD,2024-01-23,232741,87611,34962,42853,96973,161999,3700,-9905,94
AD,2024-01-30,232741,97888,39041,36956,95251,165531,10277,4079,95
AD,2024-02-06,232741,115517,35486,39242,111055,180793,17629,-3555,104
AD,2024-02-13,232741,128465,37480,47405,126381,199485,12948,1994,108
AD,2024-02-20,232741,131694,39083,49100,130975,205656,3229,1603,104
AD,2024-02-27,232741,129292,39515,49640,128816,204992,-2402,432,106
AD,2024-03-05,232741,151903,56158,53966,138709,234196,22611,16643,110
AD,2024-03-12,232741,151731,54053,41591,132431,229723,-172,-2105,109
AD,2024-03-19,232741,158919,42857,38207,145745,220921,7188,-11196,104
AD,2024-03-26,232741,162079,44539,34438,139890,218982,3160,1682,100
AD,2024-04-02,232741,164790,50704,34557,137242,224894,2711,6165,101
AD,2024-04-09,232741,151421,49811,30556,122897,208938,-13369,-893,99
AD,2024-04-16,232741,169334,52990,42365,143448,234919,17913,3179,114
AD,2024-04-23,232741,174015,59139,43429,139668,239278,4681,6149,113
AD,2024-04-30,232741,157629,65235,41293,124528,224573,-16386,6096,103
AD,2024-05-07,232741,135023,62501,49480,113996,209670,-22606,-2734,100
AD,2024-05-14,232741,131596,54454,40059,117230,201798,-3427,-8047,101
AD,2024-05-21,232741,115463,63870,50536,106769,196609,-16133,9416,108
AD,2024-05-28,232741,112209,62849,53892,103808,193678,-3254,-1021,105
AD,2024-06-04,232741,117000,70077,51661,102964,199796,4791,7228,101
AD,2024-06-11,232741,125453,63410,45540,110325,212796,8453,-6667,100
AD,2024-06-18,232741,86558,50174,55699,97355,174695,-38895,-13236,98
AD,2024-06-25,232741,82549,63206,64620,88296,181071,-4009,13032,95
AD,2024-07-02,232741,88004,76711,77951,93787,197799,5455,13505,98
AD,2024-07-09,232741,89192,101324,98997,96584,225017,1188,24613,113
AD,2024-07-16,232741,84403,112286,106312,95199,229593,-4789,10962,112
AD,2024-07-23,232741,90711,94754,96973,105787,226258,6308,-17532,113
AD,2024-07-30,232741,94451,61621,79236,110606,205852,3740,-33133,104
AD,2024-08-06,232741,97019,52276,68193,108392,192634,2568,-9345,106
AD,2024-08-13,232741,94084,45603,65028,107644,188298,-2935,-6673,100
AD,2024-08-20,232741,89429,51063,70554,109439,187360,-4655,5460,104
AD,2024-08-27,232741,87629,80407,81486,100645,204850,-1800,29344,97
AD,2024-09-03,232741,87254,94066,87118,94982,213538,-375,13659,103
AD,2024-09-10,232741,114426,111806,74259,88301,230013,27172,17740,87
AD,2024-09-17,232741,85069,53091,53941,94063,169684,-29357,-58715,87
AD,2024-09-24,232741,58488,63132,81924,93172,176442,-26581,10041,103
AD,2024-10-01,232741,61915,95766,101462,86934,201032,3427,32634,108
AD,2024-10-08,232741,59057,109310,111561,78139,205706,-2858,13544,105
AD,2024-10-15,232741,56412,94490,99051,79782,193289,-2645,-14820,94
AD,2024-10-22,232741,51835,93365,102509,74830,186950,-4577,-1125,96
AD,2024-10-29,232741,57807,95665,93677,66161,183977,5972,2300,95
AD,2024-11-05,232741,59108,90867,91488,60512,177416,1301,-4798,91
AD,2024-11-12,232741,59537,92171,83555,53760,171880,429,1304,89
AD,2024-11-19,232741,64987,92093,86703,55105,181688,5450,-78,98
AD,2024-11-26,232741,67173,94631,88694,56918,185533,2186,2538,105
AD,2024-12-03,232741,71206,93492,86699,65298,190247,4033,-1139,102
AD,2024-12-10,232741,111884,112619,88751,80266,239026,40678,19127,104
AD,2024-12-17,232741,111276,40177,32929,94460,172661,-608,-72442,107
AD,2024-12-24,232741,117514,39314,31414,99584,177789,6238,-863,108
AD,2024-12-31,232741,116636,38137,35248,106659,182872,-878,-1177,111
BP,2022-01-04,096742,150332,100816,25980,65151,200007,-6543,4042,125
BP,2022-01-11,096742,144550,106518,30506,59672,200493,-5782,5702,125
BP,2022-01-18,096742,114486,111638,39760,40007,183234,-30064,5120,116
BP,2022-01-25,096742,117812,100970,36666,44429,182040,3326,-10668,119
BP,2022-02-01,096742,126536,97645,29597,53202,184007,8724,-3325,124
BP,2022-02-08,096742,120220,110897,44709,53254,197948,-6316,13252,120
BP,2022-02-15,096742,114901,112027,50151,47914,195302,-5319,1130,121
BP,2022-02-22,096742,116372,106302,42249,48058,188443,1471,-5725,118
BP,2022-03-01,096742,131583,117454,47679,48016,211869,15211,11152,124
BP,2022-03-08,096742,164423,138966,50982,63508,246312,32840,21512,124
BP,2022-03-15,096742,125994,88715,32442,61503,188323,-38429,-50251,119
BP,2022-03-22,096742,137829,87439,32753,69997,195712,11835,-1276,122
BP,2022-03-29,096742,164519,112510,30624,70694,224365,26690,25071,119
BP,2022-04-05,096742,175429,117650,35873,77631,238266,10910,5140,122
BP,2022-04-12,096742,186343,115394,35514,88568,246152,10914,-2256,127
BP,2022-04-19,096742,186134,113245,36811,95725,249529,-209,-2149,129
BP,2022-04-26,096742,207141,119230,40436,110057,272792,21007,5985,138
BP,2022-05-03,096742,208754,119728,33536,107349,268496,1613,498,137
BP,2022-05-10,096742,210627,115382,29469,109067,264594,1873,-4346,137
BP,2022-05-17,096742,201647,107303,26613,105854,253811,-8980,-8079,131
BP,2022-05-24,096742,203802,106760,25936,106308,253864,2155,-543,130
BP,2022-05-31,096742,193786,106614,30788,104893,252881,-10016,-146,135
BP,2022-06-07,096742,191742,111277,34618,105428,258623,-2044,4663,134
BP,2022-06-14,096742,184011,102948,29343,94939,238322,-7731,-8329,128
BP,2022-06-21,096742,177170,99268,28470,91717,228266,-6841,-3680,127
BP,2022-06-28,096742,170967,100737,35184,88302,228736,-6203,1469,129
BP,2022-07-05,096742,178745,101736,39618,95826,240926,7778,999,133
BP,2022-07-12,096742,174748,99343,33850,92939,231945,-3997,-2393,135
BP,2022-07-19,096742,170053,99754,31943,89193,228051,-4695,411,135
BP,2022-07-26,096742,168266,97307,34606,88596,225889,-1787,-2447,136
BP,2022-08-02,096742,171966,99389,29305,85714,226987,3700,2082,133
BP,2022-08-09,096742,156282,104232,42219,76687,224581,-15684,4843,133
BP,2022-08-16,096742,156167,108950,44084,77193,227752,-115,4718,131
BP,2022-08-23,096742,161585,112420,58783,86749,248007,5418,3470,141
BP,2022-08-30,096742,172796,121298,58477,87647,262004,11211,8878,144
BP,2022-09-06,096742,189617,119659,52731,103163,280937,16821,-1639,142
BP,2022-09-13,096742,232346,145021,41129,109215,303965,42729,25362,139
BP,2022-09-20,096742,197346,123858,41289,96132,266295,-35000,-21163,138
BP,2022-09-27,096742,195244,130027,59831,106255,281805,-2102,6169,145
BP,2022-10-04,096742,191819,112703,42078,91617,256906,-3425,-17324,137
BP,2022-10-11,096742,179700,114896,48979,88149,255649,-12119,2193,134
BP,2022-10-18,096742,194385,118076,40328,91539,258826,14685,3180,137
BP,2022-10-25,096742,189146,122586,43511,91316,258969,-5239,4510,142
BP,2022-11-01,096742,183210,117833,34979,79815,243549,-5936,-4753,136
BP,2022-11-08,096742,176560,120305,36630,76365,237334,-6650,2472,137
BP,2022-11-15,096742,170322,120883,34699,67533,230102,-6238,578,131
BP,2022-11-22,096742,167143,115656,30917,66859,222317,-3179,-5227,129
BP,2022-11-29,096742,172199,122967,26000,62584,225480,5056,7311,131
BP,2022-12-06,096742,168838,131064,28539,56732,230311,-3361,8097,128
BP,2022-12-13,096742,158686,127398,32008,57747,240264,-10152,-3666,128
BP,2022-12-20,096742,123375,110718,35284,40887,187766,-35311,-16680,122
BP,2022-12-27,096742,128090,108829,40585,51472,195440,4715,-1889,126
BP,2023-01-03,096742,135314,105622,43625,63926,205722,7224,-3207,127
BP,2023-01-10,096742,138532,103264,36007,65463,202713,3218,-2358,124
BP,2023-01-17,096742,130575,99139,41469,66166,201956,-7957,-4125,122
BP,2023-01-24,096742,127207,99553,34756,58690,194051,-3368,414,119
BP,2023-01-31,096742,130370,101702,36234,54551,196113,3163,2149,116
BP,2023-02-07,096742,132947,101601,47131,61252,203720,2577,-101,127
BP,2023-02-14,096742,138641,104626,42198,61993,205316,5694,3025,126
BP,2023-02-21,096742,143077,105436,45475,66891,213502,4436,810,124
BP,2023-02-28,096742,145180,108739,41562,65286,212064,2103,3303,126
BP,2023-03-07,096742,145695,111782,49111,66513,222558,515,3043,130
BP,2023-03-14,096742,128752,103050,32334,49648,193377,-16943,-8732,109
BP,2023-03-21,096742,129030,103524,28652,49150,190796,278,474,114
BP,2023-03-28,096742,133149,110572,28355,52439,199868,4119,7048,114
BP,2023-04-04,096742,133802,124921,46415,61208,224690,653,14349,124
BP,2023-04-11,096742,125634,130975,54928,57326,225292,-8168,6054,127
BP,2023-04-18,096742,127731,135726,53834,52532,224536,2097,4751,120
BP,2023-04-25,096742,127306,137836,59405,53566,231666,-425,2110,119
BP,2023-05-02,096742,131148,135965,58661,57596,231602,3842,-1871,124
BP,2023-05-09,096742,126935,138463,71561,67033,242576,-4213,2498,129
BP,2023-05-16,096742,125675,143404,77388,64795,247165,-1260,4941,129
BP,2023-05-23,096742,123348,140024,69203,57614,237614,-2327,-3380,124
BP,2023-05-30,096742,124002,139210,70320,57085,240301,654,-814,122
BP,2023-06-06,096742,128441,142565,65063,52579,242117,4439,3355,125
BP,2023-06-13,096742,147717,166317,76383,69648,290350,19276,23752,129
BP,2023-06-20,096742,73692,132695,101567,54959,226505,-74025,-33622,134
BP,2023-06-27,096742,75034,141835,104382,52388,229970,1342,9140,136
BP,2023-07-03,096742,74446,138110,96461,46196,221021,-588,-3725,131
BP,2023-07-11,096742,73150,145851,111667,53604,239125,-1296,7741,138
BP,2023-07-18,096742,76229,157835,135269,71540,265766,3079,11984,142
BP,2023-07-25,096742,75737,152721,105498,46503,237340,-492,-5114,123
BP,2023-08-01,096742,75949,142668,92175,42613,220906,212,-10053,120
BP,2023-08-08,096742,75990,133869,83239,36219,206954,41,-8799,113
BP,2023-08-15,096742,77496,137684,90541,39553,215340,1506,3815,117
BP,2023-08-22,096742,82487,147211,98061,38954,228179,4991,9527,120
BP,2023-08-29,096742,83880,140489,97143,48742,228616,1393,-6722,127
BP,2023-09-05,096742,84129,134084,92645,46261,225404,249,-6405,118
BP,2023-09-12,096742,80441,131609,97365,51191,227437,-3688,-2475,124
BP,2023-09-19,096742,70362,102943,85095,51412,191117,-10079,-28666,124
BP,2023-09-26,096742,109264,117951,84750,69081,227843,38902,15008,127
BP,2023-10-03,096742,135637,118092,73911,80591,241045,26373,141,127
BP,2023-10-10,096742,134573,113166,66290,76338,231510,-1064,-4926,123
BP,2023-10-17,096742,125328,105357,65537,76746,222945,-9245,-7809,117
BP,2023-10-24,096742,132744,105407,67119,85755,233259,7416,50,121
BP,2023-10-31,096742,136888,102734,63712,84083,229991,4144,-2673,120
BP,2023-11-07,096742,125781,96615,57532,73784,212730,-11107,-6119,122
BP,2023-11-14,096742,130004,94565,52797,80527,216411,4223,-2050,118
BP,2023-11-21,096742,129406,98198,43300,69398,208657,-598,3633,115
BP,2023-11-28,096742,118253,108189,61296,69191,217372,-11153,9991,120
BP,2023-12-05,096742,109112,121095,66359,54694,218873,-9141,12906,116
BP,2023-12-12,096742,115620,135721,72011,50430,243677,6508,14626,114
BP,2023-12-19,096742,71626,99066,68810,48884,177998,-43994,-36655,110
BP,2023-12-26,096742,76501,98403,58750,44658,175138,4875,-663,102
BP,2024-01-02,096742,78751,96001,61794,46589,177770,2250,-2402,106
BP,2024-01-09,096742,75972,98847,60684,39950,172631,-2779,2846,105
BP,2024-01-16,096742,74438,105418,66230,35299,179758,-1534,6571,107
BP,2024-01-23,096742,73087,107426,72599,41162,185680,-1351,2008,106
BP,2024-01-30,096742,72532,109912,77499,43346,192229,-555,2486,106
BP,2024-02-06,096742,80560,109432,83936,49461,199246,8028,-480,117
BP,2024-02-13,096742,72289,119172,90545,40073,199070,-8271,9740,110
BP,2024-02-20,096742,72901,121907,87602,41290,199275,612,2735,110
BP,2024-02-27,096742,75762,127352,91970,45612,210828,2861,5445,109
BP,2024-03-05,096742,71655,135778,102279,43894,221726,-4107,8426,115
BP,2024-03-12,096742,104338,183258,123285,52834,277702,32683,47480,131
BP,2024-03-19,096742,57898,115515,102605,49405,197398,-46440,-67743,124
BP,2024-03-26,096742,78159,115244,91261,56091,203109,20261,-271,124
BP,2024-04-02,096742,90146,129546,98352,54938,219176,11987,14302,130
BP,2024-04-09,096742,96196,123251,80000,51748,211286,6050,-6295,120
BP,2024-04-16,096742,129957,126985,71800,63181,229420,33761,3734,130
BP,2024-04-23,096742,162986,122133,48459,74692,242821,33029,-4852,121
BP,2024-04-30,096742,162366,118806,43668,72658,235610,-620,-3327,124
BP,2024-05-07,096742,141835,108865,51777,73590,223730,-20531,-9941,123
BP,2024-05-14,096742,137917,111122,48674,68749,223242,-3918,2257,119
BP,2024-05-21,096742,111397,111417,68538,67485,223976,-26520,295,118
BP,2024-05-28,096742,118109,150282,93041,67639,268749,6712,38865,126
BP,2024-06-04,096742,112717,161495,102118,58908,267750,-5392,11213,115
BP,2024-06-11,096742,118817,175251,110300,58179,275487,6100,13756,119
BP,2024-06-18,096742,64996,113756,105920,58299,207303,-53821,-61495,114
BP,2024-06-25,096742,69497,114523,102547,58499,207697,4501,767,115
BP,2024-07-02,096742,52797,117856,106753,44712,198119,-16700,3333,113
BP,2024-07-09,096742,46249,140835,135316,50626,224179,-6548,22979,121
BP,2024-07-16,096742,50803,199921,183287,50385,280623,4554,59086,128
BP,2024-07-23,096742,57005,211274,188489,46306,289241,6202,11353,133
BP,2024-07-30,096742,59012,182171,165635,54164,268554,2007,-29103,128
BP,2024-08-06,096742,58800,139880,126080,51681,224042,-212,-42291,117
BP,2024-08-13,096742,57134,115474,102603,54791,205569,-1666,-24406,111
BP,2024-08-20,096742,55248,135203,125634,58123,231383,-1886,19729,127
BP,2024-08-27,096742,65042,170287,152163,62232,274215,9794,35084,132
BP,2024-09-03,096742,69973,190928,160773,52695,285461,4931,20641,127
BP,2024-09-10,096742,69944,177222,142072,51784,272336,-29,-13706,122
BP,2024-09-17,096742,47645,127396,124822,61843,212595,-22299,-49826,126
BP,2024-09-24,096742,52374,156757,155325,68333,251641,4729,29361,137
BP,2024-10-01,096742,51360,162795,161469,67704,257312,-1014,6038,122
BP,2024-10-08,096742,54329,162337,157666,64531,255908,2969,-458,121
BP,2024-10-15,096742,54936,154384,151923,66121,250150,607,-7953,123
BP,2024-10-22,096742,50886,131948,140603,66027,230130,-4050,-22436,118
BP,2024-10-29,096742,48596,122897,132636,66280,221535,-2290,-9051,120
BP,2024-11-05,096742,56459,112019,120737,75653,219857,7863,-10878,114
BP,2024-11-12,096742,54642,113790,119992,63942,212345,-1817,1771,119
BP,2024-11-19,096742,80547,119613,101713,61398,220896,25905,5823,108
BP,2024-11-26,096742,108932,121718,98459,76825,239062,28385,2105,117
BP,2024-12-03,096742,114068,123063,98056,78730,243504,5136,1345,111
BP,2024-12-10,096742,162912,184816,102763,75638,311725,48844,61753,115
BP,2024-12-17,096742,71728,87986,88265,66618,187135,-91184,-96830,107
BP,2024-12-24,096742,76000,88844,84558,65235,188844,4272,858,106
BP,2024-12-31,096742,74237,88489,86202,65367,188879,-1763,-355,108
C,2022-01-04,002602,665410,1048210,526997,81516,1520233,-558,-29551,780
C,2022-01-11,002602,686116,1052949,491328,83836,1504234,20706,4739,777
C,2022-01-18,002602,688600,1031287,476449,88311,1487858,2484,-21662,778
C,2022-01-25,002602,680057,1069528,524903,85805,1539124,-8543,38241,782
C,2022-02-01,002602,679215,1086878,547596,92376,1568959,-842,17350,788
C,2022-02-08,002602,693712,1076586,519855,100253,1575318,14497,-10292,801
C,2022-02-15,002602,723086,1098055,510734,96242,1607591,29374,21469,790
C,2022-02-22,002602,680211,1091173,536898,85156,1563758,-42875,-6882,796
C,2022-03-01,002602,652937,1080749,531633,70695,1484670,-27274,-10424,808
C,2022-03-08,002602,678788,1135472,558302,60269,1487815,25851,54723,792
C,2022-03-15,002602,673921,1142679,571419,64213,1504159,-4867,7207,801
C,2022-03-22,002602,676718,1147433,582844,63488,1526201,2797,4754,792
C,2022-03-29,002602,691549,1116248,552536,70444,1515106,14831,-31185,789
C,2022-04-05,002602,706995,1131149,558043,70970,1556206,15446,14901,786
C,2022-04-12,002602,721141,1164847,572527,76946,1589848,14146,33698,808
C,2022-04-19,002602,731004,1187273,586638,86026,1625198,9863,22426,822
C,2022-04-26,002602,666263,1113519,575082,77457,1525877,-64741,-73754,823
C,2022-05-03,002602,642906,1094116,589856,87991,1513880,-23357,-19403,820
C,2022-05-10,002602,644830,1060175,573327,102419,1510783,1924,-33941,827
C,2022-05-17,002602,653039,1077795,589352,115609,1548438,8209,17620,806
C,2022-05-24,002602,657258,1029780,563850,136002,1544885,4219,-48015,796
C,2022-05-31,002602,657849,1011197,551849,147649,1564217,591,-18583,814
C,2022-06-07,002602,673039,1010176,520783,129519,1557167,15190,-1021,797
C,2022-06-14,002602,678186,1022382,519685,119910,1521565,5147,12206,778
C,2022-06-21,002602,675580,1002054,504174,124005,1512152,-2606,-20328,774
C,2022-06-28,002602,597265,871375,433710,105608,1338054,-78315,-130679,753
C,2022-07-05,002602,618691,826132,395713,135008,1331035,21426,-45243,753
C,2022-07-12,002602,624590,821123,384324,137168,1333199,5899,-5009,748
C,2022-07-19,002602,631146,796757,358478,148538,1308458,6556,-24366,740
C,2022-07-26,002602,649795,788694,330027,143499,1320768,18649,-8063,737
C,2022-08-02,002602,647342,796776,346483,145128,1347894,-2453,8082,745
C,2022-08-09,002602,639748,800402,349498,138712,1317913,-7594,3626,737
C,2022-08-16,002602,642350,808668,367371,147242,1316462,2602,8266,747
C,2022-08-23,002602,619600,826406,389720,126477,1312958,-22750,17738,738
C,2022-08-30,002602,595440,821199,402312,118915,1267735,-24160,-5207,761
C,2022-09-06,002602,590573,821275,406895,120348,1280087,-4867,76,761
C,2022-09-13,002602,588143,822322,424311,129742,1310411,-2430,1047,779
C,2022-09-20,002602,591425,832663,432909,127232,1330841,3282,10341,775
C,2022-09-27,002602,604188,833624,415961,119339,1347278,12763,961,757
C,2022-10-04,002602,620478,860437,415676,110714,1365622,16290,26813,764
C,2022-10-11,002602,637863,896088,445776,120655,1408939,17385,35651,773
C,2022-10-18,002602,635253,884508,437906,125487,1419087,-2610,-11580,756
C,2022-10-25,002602,625537,899182,453036,123252,1445842,-9716,14674,754
C,2022-11-01,002602,624855,911645,465181,124393,1472517,-682,12463,766
C,2022-11-08,002602,657281,911463,437467,135913,1484427,32426,-182,764
C,2022-11-15,002602,667033,878895,386487,133579,1421555,9752,-32568,741
C,2022-11-22,002602,624358,839854,373722,124957,1362664,-42675,-39041,756
C,2022-11-29,002602,552816,783985,360350,90108,1226410,-71542,-55869,712
C,2022-12-06,002602,597177,754713,315270,116895,1232307,44361,-29272,724
C,2022-12-13,002602,570199,743422,316184,103954,1205259,-26978,-11291,706
C,2022-12-20,002602,557960,716576,308817,108837,1187781,-12239,-26846,686
C,2022-12-27,002602,545317,735190,332327,97194,1186971,-12643,18614,681
C,2023-01-03,002602,541890,759007,359493,91961,1221434,-3427,23817,689
C,2023-01-10,002602,561153,743764,332822,99027,1214817,19263,-15243,703
C,2023-01-17,002602,558706,772504,376732,104859,1251033,-2447,28740,706
C,2023-01-24,002602,558456,764118,388317,110948,1274410,-250,-8386,709
C,2023-01-31,002602,545068,770690,407766,110954,1298164,-13388,6572,717
C,2023-02-07,002602,570044,774469,406535,124185,1319429,24976,3779,710
C,2023-02-14,002602,567684,791288,428415,123703,1375249,-2360,16819,710
C,2023-02-21,002602,561129,770764,414502,131479,1340322,-6555,-20524,704
C,2023-02-28,002602,586528,661874,338242,195111,1248175,25399,-108890,710
C,2023-03-07,002602,609285,653457,328158,224886,1278143,22757,-8417,729
C,2023-03-14,002602,673214,653531,316200,272423,1336866,63929,74,735
