CERT,NAME,ASSET,DEP,NETINC,ROA,ROE,NTLNLSR,NPERFV,P3ASSET,P9ASSET,RBC1AAJ,RBCT1J,RBCRWAJ,LNATRES,ELNATR,NIMY,LNLSNET,LNCRCD,LNCONOTH,LNRENRES,EQ,LNLSGR,DRLNLS,CRLNLS
149,BANK OF HAZLEHURST,131984,118783,765,2.3032022791165034,24.24,-0.345910330982653,0.1462298460419445,243,0,13.466343548678427,17893,32.71088781927415,1905,0,4.809792800003093,45020,0,4476,8916,12761,46925,0,42
155,BANK OF ALAPAHA,238458,220003,385,0.6464368317879016,9.64,-0.023806386063061416,0.36652156773939226,1561,437,9.974774235642716,24002,20.172059275365744,2936,0,3.366510473907554,113636,0,6358,7814,16643,116572,0,7
160,EXCHANGE BANK,406002,329572,1224,1.2228169246254248,11.51,0,0.1246299279313895,482,31,12.373208023287004,49818,0,3558,10,3.993890647840423,240445,0,1592,69863,43109,244003,0,0
169,FIRST NB OF GRIFFIN,370907,326201,1593,1.742049779099777,23.89,0.02478007681823814,0.06174054412561639,86,87,10.47746571411938,37794,19.512712910392498,1729,168,4.348834029804611,143273,414,1232,56002,27918,145002,19,10
170,PEOPLES BANK OF GEORGIA,208146,189751,673,1.3275961977092554,15.95,0.06883560275711173,0.43190837200810966,1679,261,9.16395981724518,18874,0,1697,170,5.099276674119753,166800,0,9629,23749,17279,168497,39,11
172,UNITED BANK,2151530,1863056,15481,2.830892311208892,24.21,0.0677818604808795,0.203250709959889,4913,0,13.223700373314221,286355,27.363965161515015,17301,515,5.109448047588015,909935,3044,52353,273135,265957,927236,378,223
175,COMMERCIAL BANK,430703,396434,3188,2.9534242768140446,40.81,-0.014647722279185588,0.01346635616654632,2060,0,9.893246802106848,42074,0,5431,90,4.943591186331089,295710,0,5458,99717,31190,301141,4,15
178,TALBOT STATE BANK,52301,45599,-180,-1.396891915488039,-27.73,0,1.9196573679279554,2379,424,9.102325050420488,4784,20.710870920806485,199,0,3.390621039290241,31368,0,51,629,2605,31567,0,0
183,MERCHANTS&CITIZENS BANK,141495,127183,130,0.376471951029687,4.43,0.17786077947486606,0.03816389271705714,600,11,13.534799603290356,18560,24.6759985824938,936,0,3.185483388326544,44861,0,3187,6563,12118,45797,26,6
197,ALLIANCE BANK,437022,387647,2431,2.2488410628572355,24.57,0.012361491207889378,0.005949357240596583,257,0,12.533397055142123,55073,0,4524,60,4.229801279992831,290368,0,351,100213,41406,294892,10,1
210,TRI-COUNTY BANK&TRUST CO,290946,238114,221,0.30336255428525344,4.11,0,0.23646999786902037,268,688,9.524771804839622,27809,0,2835,60,2.61590530073636,211418,0,513,114057,21957,214253,0,0
214,WASHINGTON STATE BANK,568129,501612,1990,1.390674791748197,20.06,-0.00491168182125162,0.5864865197868794,4606,363,12.042504698900384,73233,20.971634835546695,4620,150,3.347081370355244,324387,0,1551,33961,39137,329007,7,11
226,GUTHRIE COUNTY STATE BANK,280281,216327,505,0.731195250850648,8.77,-0.008277403378560146,0.6718257748473854,536,1788,11.978170896971028,32704,18.409403633027914,1777,0,2.5721421291361617,141895,147,3376,21681,22991,143672,0,3
228,AMERICAN STATE BANK,1454637,1198506,4116,1.1202267125489682,11.06,-0.009935322555515496,1.8782692864267856,5214,5438,10.079206517502568,147918,12.284493807353975,14750,1275,2.8495176055609943,1322255,2547,8194,250790,149720,1337005,347,380
230,COMMUNITY STATE BANK,323705,280541,1114,1.3666636507646845,18.88,0.22404756702192158,0.40314483866483375,2056,285,10.58928070339538,33963,0,2201,0,3.1911300940208727,156655,47,911,39919,24055,158856,93,2
231,COMMERCIAL SAVINGS BANK,321210,271400,1094,1.3675277779079886,18.82,0.0016696790459453932,0.1597086018492575,2031,181,8.134202040642641,25806,13.277087875628022,2206,36,2.8650162762898166,238809,0,1730,40625,24056,241015,1,0
232,SOLON STATE BANK,128317,86520,876,2.7312160692781062,13.2,-0.004972001417020404,9.356515504570712,1853,3098,22.861436168142074,29363,0,462,0,4.628955647399914,80573,0,1049,32152,27067,81035,0,1
234,POCAHONTAS STATE BANK,122509,90197,467,1.543801652892562,5.96,0.15308702724128975,0,27,0,25.78487926897749,30306,0,265,0,2.5111434171981895,35440,0,144,3479,31517,35705,14,0
235,SECURITY STATE BANK,457200,312004,2631,2.363053377522701,23.84,-0.0019708074151628995,0.21325459317585302,429,0,10.211536788907251,44614,0,4227,225,3.8593449666453097,412533,0,5343,22195,44677,416760,0,2
245,RACCOON VALLEY BANK,467306,422250,1033,0.9019224787588743,10.19,0,1.1761030245706239,1679,0,9.247551028372946,42651,13.12394559110928,4589,75,3.187174524540193,332488,0,346,75866,41006,337077,0,0
248,STATE SAVINGS BANK,245979,185235,756,1.2128942207034306,13.43,0,0.16546127921489232,790,150,9.250267601678463,22728,11.08708251515964,4194,180,3.7544168678414,220271,0,218,67722,22728,224465,0,0
251,FIRST SECURITY BANK,67734,57739,118,0.7154821546320648,5.01,0,0,94,0,12.74400232711239,8324,19.66540193924871,524,0,2.6312690321169603,36150,0,809,2687,9657,36674,0,0
252,PINNACLE BANK,303870,259481,948,1.2739409861620177,10.63,0.026938424054088507,1.5720538388126502,1370,0,14.05856631774215,41379,17.432321247413867,2092,45,3.2321556557266713,206201,0,2086,79904,36146,208293,15,1
253,LUANA SAVINGS BANK,2090409,1815479,4208,0.8057113986000094,8.54,0.0002411500930236484,0.007510491965926285,165,0,10.373788416801629,219577,0,18127,0,1.7004209128689645,1647913,0,8506,260672,198170,1666040,3,2
254,FIRST WHITNEY BANK&TRUST,291357,262448,911,1.2580787714743413,14.77,0,0,481,0,11.133767232383148,32434,14.149388840367083,453,0,2.359961446876063,148900,0,2081,12391,25093,149353,0,0
258,STOCK YARDS BANK&TRUST CO,8992689,7295098,34149,1.530177244746695,14.25,-0.05893400612783171,0.18051330364032384,18702,283,9.696476046469787,850456,12.52348056503144,88814,900,3.52092479537642,6565343,3012,22137,2388013,976388,6654157,614,1585
262,CITIZENS BANK,237114,211016,810,1.3404187981325153,18.02,0.03242361452375283,0.9358367704985788,2167,33,7.5242076300333345,18486,12.300123736483135,2110,60,3.972282688206842,194389,0,5901,20388,18318,196499,38,22
267,KENTUCKY FARMERS BANK CORP,306881,260625,1395,1.8257967410509783,12.55,-0.04366784184535162,0.11111799036108459,780,214,15.527363519805654,48321,27.247929592478204,1525,-91,4.199113412249386,154918,0,3475,41206,45085,156443,9,26
275,MORGANTOWN BANK&TRUST CO INC,393822,344048,767,0.7857962462093271,11.03,0.008090751259965952,0.3074993271071702,1949,38,8.055248197184174,31668,12.653379406495716,1995,96,3.2874893528303986,299401,0,5926,39316,28492,301396,13,7
281,HYDEN CITIZENS BANK,144594,131620,276,0.76291566464881,14.57,-0.009540107206954739,0.14315946719780903,455,18,8.760438187990353,13187,12.458943433174596,810,0,3.76902848253639,83255,0,3967,12138,7832,84065,1,3
284,AUBURN BANKING CO,139652,122344,566,1.6228925335474251,23.87,0.07420221029833926,0.11528656947268927,846,91,8.679207438501985,12116,12.558125932208346,766,13,4.105181831110975,107687,0,1979,15286,9785,108453,21,1
287,COMMUNITY FINL SERVICES BK,1395292,1259905,2861,0.8046674084738284,11.25,0.15011812573828587,0.5883356315380579,2493,0,9.759215016718265,144156,14.255585353730801,14754,150,3.1804738893678706,964956,0,276487,180797,101202,979710,533,167
288,FARMERS&TRADERS BK CAMPTON,66462,57148,154,0.9293484000422431,17.08,0.07502478497360734,0.1339111070987933,153,0,9.133930690719202,6157,12.637975462482212,415,7,3.7127014745881723,37212,0,1521,4384,3744,37627,8,1
289,BANK OF HINDMAN,264625,214528,160,0.24465579987155572,4.09,0.013203008635592837,1.0176665092111479,4584,1587,9.128193718248228,24616,16.16592662125526,1483,-1,1.6461651273347448,121337,0,5707,41112,16300,122820,5,1
291,JACKSON COUNTY BANK,177514,115948,823,1.8747899973233557,7.23,0.010904382198596062,0.14477731333866625,675,39,26.11157331665671,46764,0,1985,17,4.439247470194261,70837,0,6029,3764,46240,72822,15,13
292,MONTICELLO BANKING CO,1169330,943764,2600,0.8955631305270346,11.63,0.006196296283056348,0.09372888748257549,1224,224,9.769750694765019,115765,0,9564,0,3.250628482973572,839795,1340,11863,234718,89920,849359,81,68
296,BANK OF EDMONSON COUNTY,284983,247498,1043,1.4767749528773573,19.2,-0.012230016026416836,1.0274297063333602,4806,0,10.229753793072328,29471,16.79976053793443,1959,30,3.528923797815535,194029,0,3772,29591,22532,195988,11,17
297,LEWISBURG BANKING CO,211347,173619,731,1.4278389530483189,18.65,-0.0029014206080652236,0.29808797853766555,1957,0,9.454245311163707,19014,0,1693,30,3.8809607570218776,137039,0,2742,16088,15784,138732,0,1
303,UNITED CUMBERLAND BANK,432960,374586,1724,1.6086122337106434,15.51,0.1034771261520426,1.4795824094604582,4844,0,11.549462767405275,50069,0,4428,263,4.081213678744174,301458,0,16962,62042,45225,305886,110,31
304,CLINTON BANK,69176,57888,73,0.42280542986425335,2.7,0.0282346297734171,0.08239851971782121,293,52,18.019849168745967,12855,26.736888391429485,522,12,3.4064348912733244,42434,0,876,4883,10945,42956,3,0
306,BANK OF ZACHARY,405419,362593,672,0.6724152163961247,7.62,0.030677140353669082,0.16871434244571665,962,0,11.822372602623203,50035,21.065204104866638,2670,0,3.7906466692946506,262036,0,2783,65165,36001,264706,23,3
307,LANDMARK BANK,204690,185392,229,0.43581484530000336,5.05,0.08847570437049872,2.071913625482437,443,0,9.965001868832246,20529,0,1517,55,4.388032543176342,147579,0,5649,34625,18553,149096,34,1
314,MER ROUGE STATE BANK,50550,45493,93,0.740246947973773,7.75,0.017395842393667912,0.35014836795252224,489,0,12.029192510125418,6148,0,283,30,4.878258625139809,23450,0,366,2837,4940,23733,1,0
321,HOLMES COUNTY BANK,154038,136112,287,0.7659384246888375,7.85,0.013458384152752662,0.6005011750347317,680,19,13.966119143937544,21163,27.405301859976518,1029,0,3.3700767387704604,60629,0,2519,6898,15279,61658,4,2
324,CITIZENS BANK,474772,416115,2204,1.8677055990915699,16.12,1.3172526439095213,0.35743472656348735,3273,597,12.6990814864751,60280,21.46195732353375,3732,253,4.696696354892866,298812,0,12150,70568,54289,302544,1107,109
327,MERCHANTS&PLANTERS BANK,211159,176318,982,1.768138840311585,11.87,-0.033727523767364403,0.247207080920065,16,0,16.352076390366115,34592,0,2187,0,4.0923813276692265,91688,0,1454,32362,33928,93875,0,8
340,PEOPLES BANK BILOXI MS,866201,752206,1394,0.656928587880398,6.1,0.022354966779229657,0.057954216169226316,1803,61,13.322889862990689,114219,0,2969,-5,2.940709062710608,228676,0,3888,110504,93675,231645,53,40
342,FARMERS STATE BANK,716932,629943,1595,0.8844956780324823,15.21,-0.021270508758663743,0.38399736655638195,2984,0,8.912344265102538,66613,14.232155001237375,6537,0,3.714787161257697,465910,271,5374,175254,44542,472447,16,41
352,BANK OF BAKER,154337,136593,516,1.302898697101303,12.24,0.02887270146228203,0.8623985175298211,275,94,10.946868728291733,17618,0,1133,-21,3.95135323593954,80265,0,1237,17587,16974,81398,25,19
363,FIRST MONTANA BANK INC,562753,437519,989,0.7011300316181996,8.17,0.0024068112759108276,0.3676568583374944,913,0,9.066812662673037,51173,15.987507566519577,3403,35,3.12744450701112,324666,0,6008,132277,48769,328069,13,11
384,OHIO VALLEY BANK CO,1499078,1288806,4133,1.1068385038130426,11.28,0.1610745479148727,0.32933576505025086,8733,306,10.131115840411024,150573,0,9897,390,3.687447994667106,1021831,5925,46001,228509,148857,1031728,659,240
389,PEOPLES BANK,57738,52250,1,0.007004517914054566,0.08,0.2596840510711967,0.25979424295957604,628,39,11.036596042724566,6303,23.302353737136347,241,0,3.5894642576880824,31850,287,246,4909,5247,32091,21,0
399,FIRST SUMMIT BANK,31072,26573,137,1.7646395852452947,12.57,0,0.032183316168898045,57,0,14.259126232612813,4367,0,216,0,5.541589855315345,16622,0,1073,4625,4427,16838,0,0
402,SOONER STATE BANK,320550,277880,1536,1.9667691559122316,17.66,0.008109149147525696,0,35,0,12.883597373109751,40060,0,2239,117,4.789359700443856,200664,0,1818,64989,36053,202903,9,5
404,FARMERS STATE BANK,193859,184469,583,1.231597987826615,37.72,0.2174831346011485,0.19240788408069784,1879,0,8.95497942082433,16949,13.23142622811731,1684,130,5.0935894831538935,119328,0,12878,16764,6526,121012,100,35
406,CLEO STATE BANK,112854,95566,451,1.6229735322165644,10.87,0.2750724214109496,0.7505272298722243,231,632,16.524604064904207,18708,0,593,30,3.8029108349848877,58357,0,2368,0,17139,58950,59,19
414,STOCK EXCHANGE BANK,309049,256404,1051,1.3998494928708902,8.64,-0.1932641314809631,0.16728738808409022,4707,0,17.510546435651076,53089,0,2600,0,3.5721882717718527,130795,0,9089,42967,49694,133395,111,174
418,HIGH PLAINS BANK,195701,170857,958,2.0121559000748257,17.12,0,0.575367524948774,284,366,11.582416301531714,21861,0,1412,0,3.6051333230254556,155620,0,4378,58529,22593,157032,1,1
420,BANK OF VICI,34262,31605,-625,-7.22553794129973,-87.21,1.6423458913610387,3.9314692662424844,534,1237,10.984570168993388,3887,0,409,470,3.8568031531971725,17521,0,2439,4154,2609,17930,166,92
421,SECURITY STATE BANK,267752,239297,1352,2.041066653582906,21.24,1.266907770006532,0.6315545728883445,1820,115,10.679626297943281,28315,0,2732,120,4.204982548245923,153868,0,1694,23910,25962,156600,526,29
428,AMERICAN EXCHANGE BANK,96004,82727,457,1.9600169410654642,14.83,0.24514538853545614,1.657222615724345,2502,1094,13.562636604164268,12969,0,857,33,5.436805460588512,74536,0,5688,7472,12447,75393,59,13
432,SECURITY FIRST NB OF HUGO,137543,121850,884,2.581690876102932,26.43,0.015101605489433595,0.24137905963953094,117,0,10.253138261566312,13820,0,1331,0,6.589641724678354,104358,0,1390,18191,13820,105689,31,27
444,PS BANK,597941,525359,2061,1.3983440038198336,14.91,0.014197109113656733,0.2488539839214906,1112,557,10.810245969332206,64140,0,4888,100,3.5630113929082023,399815,0,2140,138884,56731,404703,18,4
445,MERCER COUNTY STATE BANK,585561,499214,1154,0.789376254242085,11.49,0.047263531433459245,0.8842802030872957,5146,386,10.051040831003858,60514,0,4061,117,3.5227709974709267,384176,0,1481,191716,41662,388237,52,6
485,SECURITY BANK MIDWEST,338136,262213,715,0.8381738360813321,10.89,0,0,0,0,9.16052099440942,30805,0,2950,0,3.2108885526280573,223966,0,841,11087,26238,226916,0,0
492,WESTERN DAKOTA BANK,76253,68681,220,1.1549769004619908,12.3,0,0,2,0,9.746496614706345,7428,0,381,6,3.3643925600656885,24073,114,312,2375,7282,24454,0,0
496,BANKSTAR FINANCIAL,333747,270853,918,1.1089149575172625,13.02,-0.0031025308895731695,0.10217320305500874,1279,0,8.943686989330295,29204,12.250965711930924,2606,100,3.4248559145803705,256793,288,1349,69048,28835,259399,0,2
501,FARMERS&MERCHANTS STATE BANK,166873,129591,1101,2.6913310905574246,27.71,0.012867942737654816,0.6525920909913526,755,327,11.073175576689097,17838,14.083443051088903,1755,0,4.7603348524515985,123461,184,2965,2814,16298,125216,5,1
505,GREAT PLAINS BANK,147793,118341,1814,4.899623884991188,30.07,0,0.4073264633643001,1618,0,16.86336798225332,25162,0,1657,0,6.754279810053573,106702,0,3788,4463,24848,108359,0,0
526,FARMERS STATE BANK,31146,27449,105,1.382056302341269,12.36,0,0,0,0,10.349793004139919,3450,26.07944732297064,199,-2,5.21054013831743,16132,0,111,5140,3450,16331,0,0
529,CENTRAL BANK&TRUST,204028,187350,879,1.7075628619647172,20.58,0,0.11174936773384045,356,0,8.136327721682816,16785,17.584792396198097,791,0,3.9807373980461933,105990,0,361,34281,16454,106781,0,0
588,MANUFACTURERS&TRADERS TR CO,209801428,169294179,616137,1.1810243602291735,8.87,0.3374948564695014,0.9741735408969667,1446538,475761,9.717642278816955,19373551,13.831527080520878,2199213,130000,3.752559479857841,132428012,870585,13590035,24073490,28002760,134627225,159720,45704
597,CHEMUNG CANAL TRUST CO,2796650,2437119,6123,0.8790972132489125,11.33,0.05027175770547801,0.3618972699479735,7396,24,9.069707889008798,257842,13.192029741006031,22522,1092,3.028488077190911,2075398,0,6341,714297,222746,2097920,398,136
609,TOMPKINS COMMUNITY BANK,8161538,6791460,18582,0.9158843046685541,11.28,0.04851667144194046,0.8718822359217098,12285,187,8.839111301707632,710687,12.651839881453789,61023,5287,2.9668183992011445,6005622,0,80622,1983799,673963,6066645,964,231
618,BANK OF MILLBROOK,284094,249877,1227,1.7477978921728354,15.51,0.006283059692993996,0.2749090089899822,6711,45,11.335459233331093,32028,26.842067428653582,2365,30,4.179787932814113,128372,427,4773,33655,32789,130737,17,15
622,AMALGAMATED BANK,8289862,7456463,25747,1.2446008393091708,13.9,0.21942802626577326,0.40941574178195006,53938,0,9.56306931179036,792983,15.88463323673188,57676,596,3.566432930832977,4623497,0,388278,409004,760425,4681173,2977,401
623,DEUTSCHE BANK TR CO AMERICAS,39663000,27706000,236000,2.3765467064436137,9.64,0,0.6756927110909412,0,2000,27.279233648975996,9910000,57.702804715173336,22000,5000,2.9554942050440793,15206000,0,272000,2004000,9911000,15228000,0,0
628,JPMORGAN CHASE BANK NA,3643099000,2601221000,12708000,1.4314115308151094,16.15,0.6839150912962126,0.3312564385431195,7907000,2886000,7.904954605414102,277699000,16.921548043987986,25153000,3277000,3.0145815983552366,1342795000,192897000,5945000,50901000,316613000,1367948000,2815000,483000
639,BANK OF NEW YORK MELLON,356262000,310780000,1088000,1.2574091650450654,15.1,0.09851812322975247,0.05754192139492845,20000,0,6.958234685949553,22748000,17.41051028179741,272000,16000,1.5274982038951204,35727000,0,0,2158000,29672000,35999000,10000,1000
659,FIVE STAR BANK,6303092,5423774,18252,1.1790866196973262,12.05,0.2097585773073582,0.6380043318422134,12689,36,9.882275183312881,612127,12.449063357487317,48964,2941,3.4689238940406395,4504701,0,54061,1164100,616351,4553665,5244,2875
660,ADIRONDACK TRUST CO,1643685,1436965,2481,0.5910606542941385,5.87,-0.000808599863851998,0.28186665936599775,3664,93,10.157631896395468,162515,16.81585524735055,19975,0,2.6412777014380704,964128,981,2242,447564,172459,984103,1,3
686,JOURNEY BANK,1599499,1339421,4447,1.1144319501400088,10.79,-0.005981718811713965,0.7689907902411943,11933,0,9.295300822406782,146662,16.127614849135284,9985,110,3.8228280562505392,1135981,0,9832,247289,167362,1145966,1,18
698,WAYNE BANK,2377289,2006459,6068,1.033721809498682,11.21,0.07451909738743288,0.334456601616379,4145,21,9.37606661983928,218113,13.153106531727362,20442,857,3.2939300877601307,1744149,0,63141,577166,220121,1764591,416,92
713,ORRSTOWN BANK,5441642,4650117,19532,1.435729388679334,13.52,0.03386590279104661,0.42753639434567725,29639,400,9.451877572736691,506304,13.018697158486198,47804,-554,4.071575942829926,3833442,0,4011,1775237,586078,3881246,893,562
737,APPLE CREEK BANKING CO,256394,234636,741,1.1562858413500925,14.94,-0.001903669561037595,0.06825432732435235,0,0,8.579888527635857,22167,11.506214149139579,1859,66,4.543624618319429,210718,0,12314,56635,20340,212577,0,1
763,MINSTER BANK,778145,696249,2737,1.425698117409131,19.71,-0.0124826250960577,0.027372790418238247,752,0,9.25617007807285,72522,17.688019109615894,4764,162,3.5029846272193077,386277,0,1474,151267,56990,391041,6,18
769,FARMERS BANK&SAVINGS CO,464754,423209,618,0.5360203739782925,6.4,0.02290746227427307,0.9024128893995533,3159,0,8.972830383152305,41090,0,2922,100,3.367166350060153,294874,0,5061,58549,39628,297796,50,33
803,WESBANCO BANK INC,27321021,21437798,1545,0.022667987669935174,0.16,0.058062229152718386,0.3423517737495974,69755,10734,11.998243633470302,2407892,12.793418231915743,233617,68887,2.717416766929379,18686616,0,34609,6784490,3968123,18920233,4005,1234
823,CITIZENS BANK&TRUST CO,566488,484162,2492,1.7815763769549666,14.59,0.011864771269456372,0.21324370507407042,2237,631,14.170947318122087,80665,0,3381,60,4.077557386296478,266260,0,3448,56051,70388,269641,11,3
845,BANK OF ROMNEY,356535,268250,1178,1.3315116415430504,8.85,0.808876149473252,2.1526638338452044,4262,0,15.549758837280098,55677,0,2226,75,4.512948129714597,255284,0,7196,17751,53992,257510,581,54
847,PLEASANTS COUNTY BANK,76551,69089,44,0.23218844202874653,2.73,0,0.13324450366422386,274,0,9.923898122109529,7446,0,407,0,2.9774104520129336,39547,0,1746,8522,6593,39954,0,0
855,MERCHANTS&FARMERS BK GREENE,123248,109996,356,1.1427975266137802,11.77,-0.0496709300881659,2.223971180059717,1784,0,11.693833010149854,14413,0,1069,0,3.6316828284561917,71329,0,7116,16458,12504,72398,0,9
861,STATE BANK&TRUST,385482,324418,610,0.6400570805002938,16.28,0.0711537581890352,0.4319267825735054,2083,2,9.044823170624747,36094,0,2143,103,2.6121600362738566,202309,0,13127,25772,16243,204452,48,13
872,STATE BANK OF COCHRAN,267903,225745,2633,3.9266347152239116,24.3,0.07805074557345268,0.8685979626954532,1608,0,15.057884680229291,40191,28.349283102224437,5202,0,6.0241581968568125,154698,0,5996,45096,40197,159900,123,92
873,SYNOVUS BANK,60208106,51540313,209355,1.391898620475086,15.65,0.19998702227808723,0.5449066941252063,52607,40886,9.778894192016514,5840478,13.674696914535522,478207,10921,3.494017163143589,42292200,178522,752870,13658051,5523943,42770407,27147,5781
876,BANK OF DAWSON,158235,132987,692,1.7421076481546751,12.21,0.16675139806812406,2.5146143394318576,1302,0,17.5638489436709,27701,25.205804019231437,1438,75,4.159994583340387,99041,0,2511,3331,23352,100479,45,4
877,MAGNOLIA STATE BANK,195115,165126,1031,2.1117907463213927,14.76,-0.03494704551852679,0.4351280014350511,1170,111,14.81009906524642,28614,0,2196,0,5.830740649551223,100529,625,895,22127,28564,102725,0,9
