CERT,NAME,ASSET,DEP,NETINC,ROA,ROE,NTLNLSR,NPERFV,P3ASSET,P9ASSET,RBC1AAJ,RBCT1J,RBCRWAJ,LNATRES,ELNATR,NIMY,LNLSNET,LNCRCD,LNCONOTH,LNRENRES,EQ,LNLSGR,DRLNLS,CRLNLS
404,FARMERS STATE BANK,184836,176223,1708,0.9287656334964655,28.76,0.5878811987144059,0.31974290722586507,1603,1,8.891223533214806,16503,13.966712898751735,1632,749,4.67768516085887,116455,0,13311,16725,5840,118087,796,128
406,CLEO STATE BANK,109454,93245,1604,1.4446285755457886,10.34,0.04509102977090149,0.8368812469165129,2723,611,16.390292953143657,18256,0,603,40,3.640664699113094,56780,0,2506,0,16047,57383,51,26
414,STOCK EXCHANGE BANK,291587,240054,3997,1.3555907520018449,8.69,0.05230245200432803,0.07476327819827358,2091,0,17.765927301653413,52038,0,2537,0,3.5086011968613535,124851,0,9113,35023,47628,127388,643,579
418,HIGH PLAINS BANK,185184,160760,2748,1.5202461603826505,12.39,-0.016542216455621546,0.4357827890098497,434,47,11.623839707136378,21401,0,1412,0,3.6498442263440776,146535,0,4700,57245,22179,147947,0,23
420,BANK OF VICI,34937,31753,-632,-1.882061452879971,-17.43,5.384233910552895,4.336376907004036,757,1397,13.068412211087296,4512,0,13,500,4.858163196550098,18103,0,2879,4145,3124,18116,1132,68
421,SECURITY STATE BANK,262167,235338,4562,1.7527547680154913,18.05,0.14461836539566703,0.7689755003490142,2272,299,10.77193418965571,27708,0,3109,480,4.2040237442861565,154126,0,1847,23908,24957,157235,481,252
428,AMERICAN EXCHANGE BANK,90525,77391,1436,1.5883269033376988,14.2,0.10181505982322704,0.8528030930682132,3535,285,14.012906048342993,12812,0,869,55,5.423861062787235,73853,0,5381,7572,12198,74722,127,53
432,SECURITY FIRST NB OF HUGO,136386,121823,3620,2.753798263737802,27.21,-0.004897447450388857,0.5770386989866996,2,0,9.621433511053606,12939,0,1335,165,7.005905341302232,104874,0,1512,19069,12940,106209,33,38
444,PS BANK,581168,510606,7227,1.299773856974158,14.19,-0.08338274031420133,0.11511301379291358,1035,450,10.831215958405474,62621,0,4802,148,3.444715350436985,379388,0,2132,131594,53886,384190,140,448
445,MERCER COUNTY STATE BANK,583970,491664,5360,0.9311268406692578,13.73,0.012452330095904135,1.2651334828843948,8362,2518,9.899074796715428,59360,14.41547618236607,4002,414,3.449563393145106,386374,0,1651,192473,38697,390376,165,118
485,SECURITY BANK MIDWEST,344300,256707,3598,1.0652849740932642,14.54,0.0004343678817963371,0.1609061864652919,768,123,9.14894998023284,31010,0,2950,0,3.3085241440703252,230900,0,499,11777,26297,233850,2,1
492,WESTERN DAKOTA BANK,76131,68791,1191,1.6213876137421788,18.13,0.008157139128164969,0,5,0,9.517962530201608,7209,0,375,24,3.631875150031562,24780,127,330,2418,7028,25155,3,1
496,BANKSTAR FINANCIAL,328522,263626,1935,0.6161360785087915,7.78,0.016260215480375546,0.08431703204047217,269,3,8.573039361295837,28284,12.028441944053759,2504,225,3.3385344233788423,253805,388,1334,67887,27569,256309,60,20
501,FARMERS&MERCHANTS STATE BANK,160400,138697,3848,2.507268341567095,26.16,-0.06819492353536295,0.5816708229426434,1172,233,10.755799482277977,17285,13.73224434382605,1759,0,4.7207264135392055,121705,167,2952,2853,15484,123464,40,119
505,GREAT PLAINS BANK,148393,121799,3187,2.2069169916681437,14.09,-0.11519644381801672,0.8814431947598607,1729,7,16.13619140413554,23848,0,1657,0,4.346114593964135,104041,0,3876,4581,23407,105698,0,119
526,FARMERS STATE BANK,29633,26087,393,1.3232590557384996,12.5,0,0,0,0,10.844896900531708,3345,24.918635913400312,199,4,4.947177262441809,16293,0,145,5619,3345,16492,0,0
529,CENTRAL BANK&TRUST,207787,189795,4082,1.9999608042958492,25.22,0.31203378608484894,0.11020901211336609,530,1,9.010645175618254,18258,19.0291650019976,794,20,3.627178448111701,109802,0,424,34799,17721,110596,361,0
588,MANUFACTURERS&TRADERS TR CO,207556263,165412981,2655814,1.2650282785821043,9.91,0.41056887265944286,1.03400011591074,1653589,430327,9.480804010640902,19232962,13.696011829277879,2183229,613300,3.7448590676505535,133453813,875144,13220170,24572771,27567934,135637042,713182,158268
597,CHEMUNG CANAL TRUST CO,2775430,2400921,23817,0.8631633958124416,12,0.057490661484577384,0.3379656485661681,6176,23,8.982669608924502,252950,13.09306300185182,21388,-46,2.8512604410821556,2050031,0,7076,678646,209709,2071419,1873,713
609,TOMPKINS COMMUNITY BANK,8069333,6510624,72464,0.9202653519815588,11.62,0.04334214496781785,0.8078115006531519,28828,323,8.770047380055432,697031,12.411413507526996,56496,6611,2.8539003846028845,5963426,0,84741,1983091,644041,6019922,3140,634
618,BANK OF MILLBROOK,277527,245091,4405,1.5272918913109053,15.51,0.020395572121292466,0.21151095208754464,5188,587,10.801996135380904,30802,23.31237827929889,2337,50,3.8736033611430694,121579,527,4591,33039,30503,123916,35,11
622,AMALGAMATED BANK,8259701,7232975,108628,1.3217981857970675,15.8,0.3528991177787426,0.36645394306646206,17656,4398,9.166485887491662,765652,15.350473413749022,60086,10284,3.6016004662656247,4650431,0,399363,411388,721911,4710517,17850,1892
623,DEUTSCHE BANK TR CO AMERICAS,39780000,27421000,590000,1.4908251085270143,6.06,0,0.6737053795877326,9000,5000,25.852341096879428,9668000,55.895927079727706,20000,3000,3.525705006123451,15134000,0,197000,2009000,9671000,15154000,0,0
628,JPMORGAN CHASE BANK NA,3459261000,2516998000,52502000,1.5041494608073118,16.95,0.637212968594173,0.36348803978653244,7965000,2966000,7.8978702098913205,275737000,17.22393762360773,24317000,10621000,3.042332738710401,1335559000,203572000,4480000,50393000,312794000,1359876000,10415000,1880000
639,BANK OF NEW YORK MELLON,335955000,291378000,3488000,1.0105188991370029,12.53,0.22415150454863542,0.05000669732553467,7000,0,6.312513492120601,21054000,16.272323312944646,272000,65000,1.3830537879425417,36812000,0,0,2231000,27960000,37084000,83000,1000
659,FIVE STAR BANK,6080731,5155241,-30859,-0.5028442909305623,-5.91,0.19513318165394042,0.6819245909743418,21987,43,9.792193697245262,603964,12.600804701512375,48028,6151,3.058485901119353,4433456,0,56133,1121890,595490,4481484,20343,11657
660,ADIRONDACK TRUST CO,1714346,1520026,12028,0.7403530058282796,7.74,0.0031971241558818725,0.2494245619029064,1039,2,10.03562011264884,161409,16.471567335659447,19973,82,2.5800108828370414,974653,898,9040,456019,165541,994626,113,82
686,JOURNEY BANK,1592800,1293267,19239,1.204299497560666,12.39,0.026483248480762514,0.6351707684580612,10649,0,9.095757972431832,143417,16.03261896662509,9858,837,3.4938633132905004,1117770,0,10713,240278,162334,1127628,306,15
698,WAYNE BANK,2318752,1861387,608,0.026903421495727574,0.32,0.10120366343937409,0.3395792219262776,3088,154,9.327665709398504,216870,13.393692261355444,19843,2673,2.9833758095727214,1693869,0,63061,566707,212754,1713712,1949,278
713,ORRSTOWN BANK,5441746,4639692,30320,0.7447253086102872,7.53,0.1123004399005143,0.4927646384083344,35393,641,9.100757249624198,490029,12.35720685823619,48689,16546,4.292709764858283,3889139,0,4718,1793805,569254,3937828,4066,724
737,APPLE CREEK BANKING CO,256282,235830,2525,1.0087217478011863,14.2,0.0005054400512718389,0,0,0,8.10163915830072,21426,11.372503006658649,1774,106,4.212149124769615,205890,0,12415,56038,19342,207664,2,1
763,MINSTER BANK,757664,678651,9619,1.3093509354529056,17.71,0.03755957365710613,0.11905013304050344,849,0,9.31065655524125,71786,18.111699678111844,4604,797,3.267798674132863,373424,0,1530,132730,54125,378028,143,8
769,FARMERS BANK&SAVINGS CO,457599,418097,2135,0.4841891272213168,5.79,0.08138026542594501,0.9060334484996688,2168,0,8.925266935311335,40466,0,2839,473,3.1994708691083726,293058,0,5269,56648,37600,295897,308,76
803,WESBANCO BANK INC,18649074,14456604,171376,0.9452785977223118,6.55,0.11184663341715397,0.2893226762894501,45927,13555,10.351619719943361,1834180,13.582523417679473,138766,19178,3.1282362938847017,12539541,0,41656,4752436,2728605,12678307,19875,6232
823,CITIZENS BANK&TRUST CO,552521,472541,9074,1.6379232851174257,14.43,-0.014084496319378515,0.18297947046356608,3021,430,14.09789080200985,78898,0,3329,363,3.9962473197913897,266442,0,3689,54721,66246,269771,22,59
845,BANK OF ROMNEY,351232,261865,4595,1.2821471542192826,9.32,0.13977267161710574,2.8098237062682214,4755,476,15.324773625634268,54665,0,2679,675,4.269418787514311,261028,0,7790,20919,52449,263707,752,381
847,PLEASANTS COUNTY BANK,75050,67875,190,0.2535842126477128,3.05,-0.00263758987587502,0.14123917388407728,225,0,9.80965939048824,7442,0,408,0,2.887564604163648,39586,0,1790,8410,6299,39994,0,1
855,MERCHANTS&FARMERS BK GREENE,125965,113432,1482,1.2490139363660269,13.5,0.19436481856953086,0.8248322946850316,2685,0,11.660680662580148,14058,0,1060,150,4.002670859940901,71496,0,7091,16823,11693,72556,239,100
861,STATE BANK&TRUST,376950,320215,1941,0.5203365540048221,14.94,0.044884612881435054,0.4165008621833134,2602,483,8.724138544013043,34354,0,2098,120,2.3288146198057667,186964,0,12707,23763,13741,189062,94,14
872,STATE BANK OF COCHRAN,268536,220053,10133,3.87567546065958,23.39,0.2550119171422743,0.9171954598266154,3597,0,18.007650967212353,46508,32.852740330441634,5233,0,6.239553838480649,152609,0,6173,43729,46494,157842,814,404
873,SYNOVUS BANK,60119623,52005192,507749,0.8506030951158065,10.08,0.3100683363825986,0.5957156451230574,60286,48592,9.442143333879486,5657947,13.306482718605118,486845,136685,3.285167220830855,42212294,185871,706703,13778016,5177551,42699139,160948,26954
